uni,society,timestamp,caption,url
cambridge,cambridgeurdusoc,2023-06-17T19:58:08.000Z,"دریاۓ کیمبرج کے کنارے شاعری

#urdu #shayari
#urdupoetry #cambridge #cambridgeurdu",https://www.instagram.com/p/Ctmp5JgAKIK/
oxford,theoxstu,2023-10-25T20:38:05.000Z,"Introducing the BRAND NEW Oxford Student Creative Writing Competition! Submit your creative pieces by the 17th November for the chance to have a whole page dedicated to your work in our print edition, as well as being published online!",https://www.instagram.com/p/Cy1eHbCscoC/
oxford,theisismagazine,2024-02-07T09:37:32.000Z,"On Monday we were lucky enough to have @cindygallop come and talk to us about @makelovenotporn and sex. We were feeling so inspired by her open attitude towards sex that we made this video: here are our sexual resolutions for the sexual revolution! 

Thank you again to @cindygallop for the fabulous talk. If you want to be involved with more events and content like this, follow our page for the latest updates! 

#oxford #sexeducation #makelovenotporn #oxforduniversity #stripforus",https://www.instagram.com/p/C3Cp239oc3L/
lse,lsesu_nepsoc,2021-11-28T19:22:22.000Z,"❗❗ CHANGES TO THE VENUE AND TIMINGS❗❗
➡️ The venue has been changed to: 45 Ashdown Cres, Belsize Park, London NW5 4QE, UK
➡️ The new times are from: 6:45pm to 10:15pm 

❗we are sold out 🥳❗
Namaste everyone!!

We are so exited to announce our first inter-society Nepali Christmas Dinner! 

There is Nepalese food, drinks and performances lined up for you all night (+cocktail dancing). You can bring your own alcoholic drinks too! 


SEE YOU THERE 🥳🎄",https://www.instagram.com/p/CW1ML4tghyp/
ucl,ucljazzsociety,2023-11-09T12:14:14.000Z,"Term 1 by-elections are open!! Jazzy committee is looking for the following roles: 

🎷 Jam Manager
✈️ Tour Manager

You can now nominate yourself on the @studentsunionucl website (closing 15th November!). Don’t forget to apply and vote for your new committee members from the 20th-24th November! 💛",https://www.instagram.com/p/CzbMYMxtHS3/
lse,claremarketreview,2024-02-27T21:56:21.000Z,"recap of the term so far with clare market review! we had so much fun meeting so many of our members 💞

two weeks to go until the closing for this year's submissions!!! head to the link in our bio for the submission portal, we are open for any form of writing (fiction and non-fiction, interviews), poetry, photography and digital art!",https://www.instagram.com/p/C33ecGYNRPl/
oxford,theoxstu,2023-11-29T15:08:29.000Z,"Applications for section editor positions in Hilary are now open! You can apply using the Google form link in our bio - the deadline for applications is Sunday 10th December. No experience is necessary, we will provide training on how to write articles and how we publish the paper in print and online. 

Please get in touch at editor@oxford.student.com if you have any questions or want to know more. We look forward to seeing your applications!",https://www.instagram.com/p/C0PAODfiNiS/
oxford,glitterball2024,2023-09-24T14:54:11.000Z,"Tickets for Glitterball 2024 are being released two weeks from today! 😮 If you missed out on Early Bird tickets, this is your chance to get into Oxford’s LGBTQ+ ball and celebrate with your community. Tickets will cost £98 and be available on glitterball.org, link in bio!",https://www.instagram.com/p/CxlCHgLoKVa/
ucl,ucltabletennis,2024-01-22T16:06:44.000Z,"Calling all male-identifying UCL students!‼️ As part of the All Jokes Aside campaign, Table Tennis Club is running a Men’s Health Active Session next Tuesday!🏓 Come along for an hour of relaxed fun! Tickets are free of charge, but limited so make sure to grab your ticket as soon as possible!  Link to tickets in our linktree!🌱",https://www.instagram.com/p/C2aJz7ZNLKi/
cambridge,camunitc,2023-12-02T11:17:09.000Z,"Meet our gorgeous team on the way to Bath to compete 🤩🤩🤩

First up is our wonderful president Nell ready to blow the judges away with her incredible skills 🫡

Second up is vice president Millie, none of us know how she jumps that high but she looks good doing it! 😍

Next up we’ve got the team baker Becca who’s biscuits are almost as beautiful as her trampolining 🍰🧁

Next we have Emma who may or may not have come straight from Mash (?) 📈 

And finally we have our resident old person and overly enthusiastic instagram user Hannah 👵🏻

Special mention to Gracie who is unfortunately injured but she’s resting up ready to come back bigger and better next time 💪

Big up Beccas dad for helping us out with our many transport issues <3 🚗

Best of luck girlies <3",https://www.instagram.com/p/C0WUIQHoZg2/
ucl,ucl_pchs,2022-01-30T13:43:00.000Z,"Introducing one of our speakers for our event, Tuesday 15th February: The Impact of COVID-19 on our Children - Healthcare and Beyond!",https://www.instagram.com/p/CZWzbX2ga0g/
kcl,kcldancesoc,2024-01-17T18:19:56.000Z,"🩷KCL Dance Soc’s End of Year Show 2024🩷

We are so excited to finally announce our end of year show dancer auditions! We have such an incredible line up of talented choreographers creating the pieces for our show this year. 

The EOYS will be on March 20th, 21st and 22nd 2024, at Greenwood theatre. Dancer auditions begin on the 22nd of January and end on the 26th. Don’t be afraid to join and try something new! 

All in-person auditions will take place during the relevant piece/s rehearsal time slot which can be found in the post. The only audition that will be held at a different time slot is Mel and Lydia’s Lyrical, which will take place on Wednesday 24th from 21:00-22:00 in ARF (Strand). If you cannot make a rehearsal slot please contact the choreographer below to ask about a virtual audition. There is no need to sign up; just bring water and comfy clothes to dance in. The choreographer will teach you a section of choreography and then will contact you if you are successful. Do not worry about preparing anything in advance! Please come 5-10 minutes before the audition so a committee member can note down your contact information. 

We are really excited to see you all at auditions! Please reach out if you have any questions! Our choreographers are tagged below if you have any piece-specific questions. 

Our show name and colour will be released soon so stay tuned for this 😉👀

Choreographers: 
@emilybull_ @oliviaaatemple @christianatoddd @anna_ahu @philiptunstall1 @k.aipatel @nishi_j_b @melanie.becker01 @lydia_t22 @_sophiewatkins_ @sanika.k_ @morgan.goodey @macy_ho.syh @xxailin__ @agatixy @polafiszer @molly.murp @maddie.ayris @meganzzr @ayonisarkar @sandra.hoangova",https://www.instagram.com/p/C2NhFHJNR6X/
lse,lsesu_health,2020-11-01T19:09:20.000Z,"Welcome the new President of LSE’s Health Society 2020-21! @saidugaya 

Said has a lot of experience of working in the health sector in addition to his medical degree! We expect him to be a great president. 🙏🏼

Read about Sa’id and his visions for the health society. #LSE #LSESU #health #healthsociety #president #boardmembers",https://www.instagram.com/p/CHDzFXPHbuZ/
oxford,oxfordirsociety,2024-01-31T13:57:30.000Z,"How will the three worlds—represented by the United States and Europe, China and Russia, and the grouping of non-western developing nations—shape struggles over rules and institutions for the coming decades ahead? More importantly, will the support and cooperation of the Global South tilt the balance towards the West’s or the East’s favor? Join the Oxford International Relations Society and Professor John Ikenberry to discuss the West, East and South and the competition to shape global order on Feb 8th from 6pm to 7pm.",https://www.instagram.com/p/C2xGLR7I9AI/
lse,lsesuenergy,2021-11-25T17:14:41.000Z,"⚡️ Sustainable Investing Event ⚡️

We’re hosting on event in collaboration with @lsesugreenfinance this Monday! Our guest speakers David Ko and Richard Bussellato published a book in Sustainable investing and rethinking our current choices. 

Join us to learn more!

For any additional information and possible questions DM us through our Instagram.",https://www.instagram.com/p/CWtPMDrAuiF/
kcl,kcl_discoverislamweek_,2024-02-20T21:37:25.000Z,"Assalamualaikum (May peace be upon you) ✨

We are super excited to be starting off DIW with our OPEN PR AND STALLS - DEFINITELY NOT ONE TO MISS OUT ON 🚨

Join us next Monday and visit our prayer rooms at any of our campuses! Come along to say hi and grab some sweets 🍬 *No Sign-up Required*

Feel free to ask any questions you may have about Islam, listen to some Quran (Holy book of Islam) or even try on some Islamic clothing! 

The prayer rooms will be open to all on *Monday only* but stalls will be running on both Monday and Tuesday Insha’Allah (God-Willingly) 💓 

#kclisoc #discoverislam #diw2024 #lifeatkings",https://www.instagram.com/p/C3latP0IqkR/
lse,lsesumexsoc,2023-03-23T10:07:01.000Z,"📢🇲🇽 The ""Mexico Week 22nd edition"" is underway!🎉 Yesterday, we dived into perspectives for 2024 presidential elections and ideas to foster investment and credibility with top politicians (Silvano Aureoles), academics (Guillermo Woo Mora), and policy experts (Carlos Ramírez Fuentes).🤝 Join todays conversation and register for our online panel discussion using the links below:

Different Dimensions of Inequality: https://lse.zoom.us/meeting/register/tZ0sd-6pqzgvGNOZV3rXMxiaY01bC1PxcGUd

Mexico Peace Index: https://lse.zoom.us/meeting/register/tZIucO6spzsoHNC_Cy1kq0P7n7KTHr8nUc6t",https://www.instagram.com/p/CqIKMXgtzXu/
oxford,oxwpf,2023-09-08T14:47:32.000Z,Camouflaged lizard in the ruins of Pompeii shot by Robyn Glover-Trigger on iPhone 14 Pro Max #lizard #camouflage #pompeii #italy #italytravel #animal #animallovers #reptile #reptilelover #wildlife #wildlifephotography,https://www.instagram.com/p/Cw70owoq98R/
lse,lsesufilm,2024-01-21T14:56:50.000Z,"Join us this week Tuesday, for a screening of Wajib (2017)

LSESU FILM SOC X LSESU AMNESTY X LSE SOLIDARITEE

Excited to hear everyone’s thoughts !",https://www.instagram.com/p/C2XdA_rN_6v/
kcl,kclbslsociety,2023-10-16T20:29:41.000Z,"A collaborative event brought to you by KCL, UCL and Imperial BSL Societies…

Come along to our Halloween Social! 🎃👻

Join us for a fun evening of BSL games open to students of all levels! Try and brush up on your BSL alphabet skills beforehand, but don’t worry if you are a complete beginner as we will be going through the basics at the start.

Fancy dress is not mandatory, but we will be giving out a prize for the best Halloween costume! Snacks and drinks will also be provided.

After the event, we will be going to Seven Dials Market (10 min walk) for food/drinks - this is entirely optional for those who fancy it.

Due to limited space, the event is first come first served, so please make sure to sign up for a free ticket via the QR code, or via the link in our bio.

Any questions, please feel free to message us!

We hope to see you there!",https://www.instagram.com/p/CyeSAAjgxKd/
oxford,oxfordstudents,2023-12-02T10:01:06.000Z,"Call out for the Care Experienced and Estranged Students survey. We are collecting information on the financial experience of both care experienced and estranged students to assess the effectiveness of the university’s financial assistance schemes. This information will be used to analyse the university’s current commitments to these groups of students and to highlight how improvements can be made to provide more support.

Please fill out this survey at the link in our bio! If you have any questions please get in touch with vpugeducation@oxfordsu.ox.ac.uk or chloe.pomfret@stcatz.ox.ac.uk.",https://www.instagram.com/p/C0WLa4luIZ6/
oxford,oxforduni_isoc,2023-10-15T20:45:52.000Z,"We’re so grateful to welcome new people into the community. The last 2 weeks were a blast 🫶🏼🎉

#oxfordstudent #oxforduni #muslimstudent",https://www.instagram.com/p/Cybu8XBLgBs/
ucl,uclenergysoc,2023-11-13T14:53:29.000Z,⚡ Join us in exploring the future of energy! 🌟 New venue alert: South Quad Teaching Block Room 101. ⏰ Mark your calendars for our discussions on hydrogen production methods!,https://www.instagram.com/p/CzlxyJFN65N/
ucl,ucl.ells,2023-09-28T07:50:45.000Z,"It's time for our first social of the year 🎉

Come meet us and tons of other sustainability-related societies next Monday (2nd of October) from 12pm to 3pm in Gordon Square 🌿🌿

We can't wait to see you there!!

@uclnatureconservation
@uclesgsociety
@uclbenthamsfarmers
@ucl.animalrights
@uclaltproteinproject",https://www.instagram.com/p/Cxuk1twg137/
kcl,boundless.drives,2021-12-23T20:57:41.000Z,"@oaktonhhs thank you so much for all the donations! As of today @thedccenter has received all of your donations. If you know of any other charities in need, dm us! 💌

…
#charity #lgbtq #dc #dmv #nova #holiday #holidayseason #community",https://www.instagram.com/p/CX1u95pP_-I/
ucl,ucldancesociety,2024-02-27T09:53:30.000Z,"🥺❤️President
Responsibilities
Leading the 16-person committee and holding weekly committee meetings 
Oversee all Dance Soc activities from classes to shows to socials to comps
Ensuring that your committee are balancing their workload well with their uni work, and are prepared for their role - this includes the show production teams they’re in and also general and specific dance soc duties! 
Liaising with the Students Union and ArtsUCL on how to make Dance Soc even better, dealing with complaints, refunds and sometimes even filling out forms
Communicating with the society’s members regarding elections, special things going on in the society 
Producing ‘Triple Bill’, our annual charity show 

Gemma’s comments
I loved being President of Dance Society this year. I love my committee because everyone is giving their all to help Dance Society thrive and become even better! Being President isn’t for everyone. You need to have a love for Dance Soc and all that it brings. This role is chaotic, but so fulfilling and fun that you’ll grow to love it!!! 

Dance Society is one of the biggest societies at UCL, which means the workload is big, but I promise it is manageable!! It is by far one of the most rewarding things I’ve had the chance to be as you work closely with every single person on committee, feel proud of them and the activities, shows we are able to produce. 

On top of leading the society, you’ll also be the producer for our annual charity show Triple Bill. this year was a super success as we celebrated the 10th anniversary of TB!!! , this is one of the most enjoyable things I’ve done.

I believe the qualities you’d need are: problem solving, time management, multi-tasking, responsibility, being assertive, fair and passionate for Dance Soc. You will need to look at an event, and be able to foresee any possible problems and plan ahead of time to avoid issues, working with your team of 15 and getting things done. Most importantly, you should be dedicated to dance soc and genuinely care about the members and events - it makes the hours of unpaid work worth it <33 

If you’re thinking of running for pres, message me any questions and good luck!! @gems_jewel",https://www.instagram.com/p/C32LtwuNNZp/
oxford,oxfordclimatesoc,2023-12-17T12:38:52.000Z,SoCC is back! Get your application in starting tomorrow for a chance to join an amazing 8-week seminar series led by climate experts!,https://www.instagram.com/p/C09FZ4Kr0Yo/
oxford,oxfordmedsoc,2023-11-07T15:37:49.000Z,See you at the MSTC on Thursday for some much needed welfare ☺️🫶🏻,https://www.instagram.com/p/CzWaFo5NkPy/
ucl,93clubucl,2023-11-28T21:53:11.000Z,"the beginning of our phin social….

thank you everyone for coming, and we can’t wait to see you all on Thursday for our cinema trip! (see last post for more details)",https://www.instagram.com/p/C0NJvLetEDB/
cambridge,cuer_team,2024-02-03T10:44:18.000Z,"Two weeks into the start of Lent and progress is being made in CUER🏎️🏎️Meet the brilliant minds fuelling the future for sustainable racing! 🌍 

Currently in the design phase of our brand new car, SC7, we’re also gearing up to race Helia at the European Solar Challenge in Belgium at the end of this year☀️☀️

#cuecoracing #solarcar #belgium2024 #helia",https://www.instagram.com/p/C24ecu1Il-E/
ucl,ucl_concertband,2023-12-09T17:59:04.000Z,"This term's Concert Band concert was a wonderful evening! Thank you to @helseee for your wonderful conducting, and to everyone who came to see us perform!",https://www.instagram.com/p/C0pDsHmNr_r/
ucl,sladesociety,2021-05-17T18:00:09.000Z,"SAVE THE DATE: RECONNECT EXHIBITION 4/5/6 JUNE 2021 , 12.00-20.00 @ FITZROVIA GALLERY, LONDON (Near Slade 🌟)

FREE TICKET BOOKING: https://www.weezevent.com/reconnect-exhibition (LINK IN BIO)

Come and visit the exhibition to see the work of London-based artists studying at Slade, Goldsmiths,The Courtauld, and UCL History of Art.

Poster artist: Christoph Hasse 🧡",https://www.instagram.com/p/CO-7xEcFkKe/
lse,lsesu.acs,2024-03-03T18:46:47.000Z,"the time has come for you guys to nominate yourselves for the 2024/25 ACS committee ‼️ this post has all the information you need to get started, but to summarise: 
- you have until the 11th of march to nominate yourselves via the SU website 👩🏾‍💻
- voting takes place from the 18th to 19th of march, so between the 11th and 18th committee hustings will take place, where you can share in person why you have applied for a role (more details soon) 🗣️
- create a poster and manifesto outlining why you want to do the role you are applying for 📝
we’re looking forward to seeing your nominations, any questions feel free to message us❤️🗳️",https://www.instagram.com/p/C4EAuAHt5_X/
ucl,ucldiplomacy,2024-02-20T12:32:03.000Z,"‼️LEADERSHIP RACE 2024‼️

🌟 Nominations are now open for the 2024 Leadership Race! 

💡This is your opportunity to join the UCL Diplomacy Society Committee and be involved in the wide array of events that we host each year; there are multiple positions available for nomination through the UCL Student Union Website. 

📩 Any question? Please feel free to DM us! 

Good luck to everyone!🕊️",https://www.instagram.com/p/C3kcS6rtTkw/
cambridge,cambridgeuniathleticsclub,2023-09-01T07:00:00.000Z,"Finally, introducing Johanna, PhD Plant Sciences Student, as President for 23-24. Last Year’s Secretary returns to head the committee this year, ready for a strong year of competition. A javelin stalwart, she has experience in all things CUAC, and most importantly beating O*ford.",https://www.instagram.com/p/Cwo9o1roDT7/
cambridge,cambridge_cucdc,2023-08-31T12:01:09.000Z,辩论队暑期营大放送！关注公众号“剑桥华辩”了解更多详情,https://www.instagram.com/p/Cwm7PNXxRcE/
ucl,ucldodgeball,2023-10-19T21:08:40.000Z,"Hey, mark your calendar for next Friday – we've got a Halloween dodgeball twist that's scary good! Show up in your spookiest costume at social for a shot at some thrilling prizes. You can't afford to ghost this event!

Following social dodgeball, it's game time! Join us for an epic game night evening. We've got classics  like musical chairs, who am I and ball worm race and many more. Plus bonus points for showing up in Halloween attire! 🎃🎮

Don't forget, Halloween night is 'HALLOWEEN SOCIAL RELOADED' during Sports Night on Wednesday . Put on your scariest costume (or just splash some fake blood), and meet us at Phineas at 8:30pm. We'll BOOgie the night away 👻🕺🎃. Best costume get a free drink (alcoholic/non-alcoholic)",https://www.instagram.com/p/CymE2MVtiZu/
lse,lsesubalkan,2023-11-30T12:01:02.000Z,Join us at 18:30 tonight at The Three Tuns!!,https://www.instagram.com/p/C0RPdbANwg-/
cambridge,camsocsoc,2023-10-30T23:30:28.000Z,Want to find out more about the opportunity to write for our journal? Or maybe you just want the chance to rant about the amount of work you have due this week? Either way come meet us at the ARC Cafe for our first sips and sociology between 1pm and 2pm this Wednesday. We can’t wait to see you there!,https://www.instagram.com/p/CzCp0ZKoBAg/
ucl,ucldrs,2023-04-04T15:21:55.000Z,"👋 Attention all aspiring dementia researchers! Welcome to #UCLDRSCareers, a series where we talk with experts in the field to give you insights into what it takes to pursue a career in dementia research 📚

In our first post, we had the pleasure of sitting down with Dr. Martina Bocchetta. She shares valuable insights on how to gain hands-on experience, the different routes you can take, and what a typical day in the life of a researcher looks like.

Whether you're a student, recent graduate or simply interested in this rewarding field, this interview is a must-read! Stay tuned for more inspiring interviews with top professionals in the following weeks! 🧠🎓💪",https://www.instagram.com/p/CqnnxPRtmp5/
cambridge,emmamusicsoc,2023-11-18T11:42:27.000Z,"Next Tuesday, alongside our Michaelmas concert in the evening, we will have a lunchtime Freshers’ recital. We hope to see you there!",https://www.instagram.com/p/CzyT5ZPoKBu/
kcl,kcljapansociety,2024-03-01T19:33:34.000Z,"Announcing Language Officer candidates for our next year’s committee!

You can also read their manifesto on KCLSU website🔗

Best of luck to Ryan and Erika!!🙌

Voting opens at 10am on Monday 4th March and closes at 4pm on Thursday 7th March!

Link to KCLSU voting webpage will be in our linktree!",https://www.instagram.com/p/C3-8e1pNHJl/
oxford,oxford_ksoc,2023-12-12T05:10:25.000Z,"한국생명공학연구원의 김장성 원장님, 김장환 교수님, 김동휘 선생님과 함께 한 간담회에 참석해주신 학우분들께 감사드립니다! 맛있는 음식을 먹으며 단란한 분위기에서 서로 즐겁게 대화할 수 있어서 기뻤습니다.

한국의 바이오 분야 연구를 이끌어가는 생명연에 많은 관심 부탁드립니다. 또 앞으로 개최될 현지 설명회들에도 많이 참여해주세요 :)",https://www.instagram.com/p/C0vaG8cPlnX/
ucl,uclvolsoc,2023-03-14T17:45:04.000Z,"In Aid of UNICEF Society, Baking Society, and Volunteering Society are hosting an Evening Bake Sale on 21st March! 🧁🍩🍰🍪

Preparing for the end of term 2 and in need of some late night sweet snacks? Find us next Tuesday in the Student Centre from 5pm-11pm. Everything will be under £3!

All proceeds will go to UNICEF UK's Turkey and Syria Earthquake Appeal.",https://www.instagram.com/p/CpxzdTXNmyQ/
cambridge,cbibliophiles,2023-01-26T13:32:03.000Z,"Looking forward to our first event in 2023!

January 31st at 3pm

Join us for an ""Introduction into the Curious Cures Project and to Mediecal Manuscripts"" by Dr. James Freeman 

Please contact our secretary (absw2) if you would like to attend.

image: https://cudl.lib.cam.ac.uk/view/MS-ADD-03303-00003/1",https://www.instagram.com/p/Cn4VJDuKEOG/
cambridge,sdghubcam,2024-01-20T11:25:50.000Z,"Welcoming Kayla De Leon to our SDG Weekend collaboration with @camcuuna , she is here to talk with us on Swiping Right on Sustainability! We are also excited to meet Elsa Lee, who is part of our human library speakers!

Remember to sign up with the link in our bio!",https://www.instagram.com/p/C2UgEs7oxLA/
ucl,uclamsociety,2023-12-12T16:59:48.000Z,"And that’s a wrap for our Finance Bootcamp! 🎉

We’d like to say a huge thank you to all our members who attended. As a committee, we’re thrilled and driven by the level of enthusiasm shown during the bootcamp, and we’re excited to see your submissions for the stock pitch competition.

To participate in the competition, make sure you are a UCLAM member. You’ll need to choose a stock listed on any exchange with a USD $1bn+ market cap, and present your analysis using in a pitch deck, which will include your valuation and model.

⏳Deadline: 15 January 2024 at 23:59

📥 Submission: Email your final product to contact@uclam.co.uk

We look forward to seeing you at our events next term💜",https://www.instagram.com/p/C0wrSpbtQnL/
lse,lsenegsoc,2023-03-07T13:39:57.000Z,"We are proud to present our Annual Flagship: Negotiation Summit 2023!!

We are delighted to have two distinguished speakers with us, Amy Whitney (Linklaters Associate) and Stig Pedersen (Goldman Sachs IBD Analyst). More about them in the posts below.

Sign-up now on Native!! (Link in bio)",https://www.instagram.com/p/CpfV179tdN_/
cambridge,cammotorfanssoc,2023-02-28T11:35:42.000Z,"The moment we have all been waiting for!!!! 

The first race of the season is this Sunday! 

We'll be at Pembroke at 3pm and we cant wait to see you there! 

Hustings will be held before hand to elect our brand new committee (keep applying!) 👀

Its nearly time for LIGHTS OUT AND AWAY WE GO 🏎",https://www.instagram.com/p/CpNGD1HNlXY/
ucl,freehypeldn,2023-11-21T14:34:02.000Z,"Reminder that voting for the 2023 leadership elections is open now! 
⭐️follow the link in our bio to get your memberships and then vote on president, treasurer, and welfare officer for 2023 - that’s a whole leadership team to elect in so get voting !",https://www.instagram.com/p/Cz6V6pDNVhU/
kcl,kclvietsoc,2023-10-30T20:41:00.000Z,"[👻🎉INTER-UNI HALLOWEEN COSTUME PARTY RECAP]

And that’s a wrap on our Inter-Uni Halloween Bash! 🎃👻 UCL, King’s College London, and our uni crew united for a hauntingly good time! Shoutout to our KCL Vietsoc for scoring the Best Costume award! Let’s goo👏🏆 

Thank you to everyone who joined💞Wishing you all a productive Reading Week ahead! 📖✨",https://www.instagram.com/p/CzCWbMmtuI_/
oxford,oulgbtq,2024-02-18T11:02:25.000Z,Tickets on our story and pinned to our profile!,https://www.instagram.com/p/C3fIclsI48v/
oxford,oxunibrassband,2024-02-15T20:17:25.000Z,"OUBB X @unibrass 2024 teaser #2 🤩 only 2 more sleeps to go!!! 🥳

What on earth could this limerick be about?🧐 All will be revealed in our exciting set on Saturday…

Poetry creds: Isobel Wilcox-Mahon xx

#unibrass2024 #oxford #oxforduniversity #brassband",https://www.instagram.com/p/C3YZk7Yof3B/
lse,pulseradiolse,2023-11-23T12:41:46.000Z,"🚨EVENT ANNOUNCEMENT 🚨 £2.50 early bird tickets link in bio

After last months SOLD OUT return to Corsica Studios, we’ve going even bigger… this time collabing with @kcldjsociety to bring together KCL’s and LSE’s finest DJs n ravers 🤭💃

Tickets WILL sell out for this night of booty shakin and boomin basslines. Expect electronic music ranging from Techno to jungle n drums, Italo house to Hardcore Trance, Disco to Breaks. You don’t want to miss this one… 
 
In addition to the trans-genre Room 0, we’re debuting “The Techno Room”, where techno lovers can lose themselves from start to finish. We’ll see you on the dance floor, bring an open mind and remember………
 
We pride ourselves on creating a judgement-free atmosphere where people can be themselves and dance freely. There will be zero-tolerance on any forms of discrimination and harassment. We can’t wait for you to join us and we hope you contribute to keeping this an inclusive space for all. 

Artwork by @joseph_theodor and @_yasath",https://www.instagram.com/p/Cz_SqI6tErF/
oxford,oxuni_gands,2023-11-26T16:34:10.000Z,"A HUGE thank you to everyone who came to see our production of The Pirates of Penzance over the weekend!! We had such a blast! 

Such fleeting leisure, let us dry our glistening tears… but fear not, we will be back next term with more topsy turvy adventures 👀

And thank you so much to everyone sharing photos with us, please send any our way! 😊",https://www.instagram.com/p/C0Hbo41otBu/
oxford,theisismagazine,2024-01-21T19:58:47.000Z,"""I haven’t decided
how I’ll remember you yet.
You’re an old custom,
part of the furniture,
invisible, uninsured, unrepentant.""

‘The Blood of the Beast’ by Charlie Bowden is now available to read on our website. Art by Lily Middleton-Mansell.",https://www.instagram.com/p/C2X_kiyrlgO/
kcl,kclcatalansoc,2023-03-15T15:44:31.000Z,"The application process for next year’s committee is open! Come make the catalan society your own by being an active part in it and find likeminded people who enjoy Catalan culture and want to show it to the world!
Swipe left for more information and role descriptions.

Also, perfect addition to your CV to showcase different skills! Comment below if you have any questions :)",https://www.instagram.com/p/Cp0KdToNSAG/
